"item","domain","wasserstein","alignment","comparison"
"Extraversion_1","Extraversion",0.602094240837696,0.849476439790576,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_2","Extraversion",0.620418848167539,0.844895287958115,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_3","Extraversion",0.657068062827225,0.835732984293194,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_4","Extraversion",1.05322862129145,0.736692844677138,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_5","Extraversion",1.24520069808028,0.68869982547993,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_6","Extraversion",0.911867364746946,0.772033158813264,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_7","Extraversion",1.11256544502618,0.721858638743456,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_8","Extraversion",0.779232111692845,0.805191972076789,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_9","Extraversion",0.693717277486911,0.826570680628272,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_10","Extraversion",1.09075043630017,0.727312390924956,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_11","Extraversion",0.768760907504363,0.807809773123909,"llm_src_es_DeepSeek_vs_human_src_es"
"Extraversion_12","Extraversion",0.557591623036649,0.860602094240838,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_1","Agreeableness",0.472076788830716,0.881980802792321,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_2","Agreeableness",0.508726003490401,0.8728184991274,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_3","Agreeableness",0.808027923211169,0.797993019197208,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_4","Agreeableness",0.69022687609075,0.827443280977312,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_5","Agreeableness",0.820244328097731,0.794938917975567,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_6","Agreeableness",0.637870855148342,0.840532286212915,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_7","Agreeableness",0.910994764397906,0.772251308900524,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_8","Agreeableness",1.521815008726,0.619546247818499,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_9","Agreeableness",1.18499127399651,0.703752181500873,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_10","Agreeableness",1.41361256544503,0.646596858638743,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_11","Agreeableness",0.705061082024433,0.823734729493892,"llm_src_es_DeepSeek_vs_human_src_es"
"Agreeableness_12","Agreeableness",0.669284467713787,0.832678883071553,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_1","Conscientiousness",1.11169284467714,0.722076788830716,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_2","Conscientiousness",1.36125654450262,0.659685863874346,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_3","Conscientiousness",0.705933682373473,0.823516579406632,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_4","Conscientiousness",0.894415357766143,0.776396160558464,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_5","Conscientiousness",1.14048865619546,0.714877835951134,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_6","Conscientiousness",1.38743455497382,0.653141361256544,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_7","Conscientiousness",1.08289703315881,0.729275741710297,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_8","Conscientiousness",0.433682373472949,0.891579406631763,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_9","Conscientiousness",0.621291448516579,0.844677137870855,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_10","Conscientiousness",1.19982547993019,0.700043630017452,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_11","Conscientiousness",0.62303664921466,0.844240837696335,"llm_src_es_DeepSeek_vs_human_src_es"
"Conscientiousness_12","Conscientiousness",1.02443280977312,0.743891797556719,"llm_src_es_DeepSeek_vs_human_src_es"
"Negative_Emotionality_1","Negative_Emotionality",1.33682373472949,0.665794066317626,"llm_src_es_DeepSeek_vs_human_src_es"
