"item","domain","wasserstein","alignment","comparison"
"Extraversion_1","Extraversion",1.09434083601286,0.726414790996785,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_2","Extraversion",1.16607717041801,0.708480707395498,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_3","Extraversion",1.6627652733119,0.584308681672026,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_4","Extraversion",1.73729903536977,0.565675241157556,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_5","Extraversion",1.2,0.7,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_6","Extraversion",1.25405144694534,0.686487138263666,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_7","Extraversion",1.42,0.645,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_8","Extraversion",1.10511254019293,0.723721864951768,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_9","Extraversion",0.792958199356913,0.801760450160772,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_10","Extraversion",0.946591639871383,0.763352090032154,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_11","Extraversion",0.825048231511254,0.793737942122187,"llm_src_en_Mistral_vs_human_src_en"
"Extraversion_12","Extraversion",1.51983922829582,0.620040192926045,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_1","Agreeableness",0.58096463022508,0.85475884244373,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_2","Agreeableness",2.17556270096463,0.456109324758842,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_3","Agreeableness",1.06353697749196,0.73411575562701,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_4","Agreeableness",1.71958199356913,0.570104501607717,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_5","Agreeableness",0.645337620578778,0.838665594855305,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_6","Agreeableness",0.712090032154341,0.821977491961415,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_7","Agreeableness",1.80996784565916,0.547508038585209,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_8","Agreeableness",0.911093247588425,0.772226688102894,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_9","Agreeableness",0.888553054662379,0.777861736334405,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_10","Agreeableness",0.669581993569132,0.832604501607717,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_11","Agreeableness",0.509871382636656,0.872532154340836,"llm_src_en_Mistral_vs_human_src_en"
"Agreeableness_12","Agreeableness",1.45305466237942,0.636736334405145,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_1","Conscientiousness",1.39122186495177,0.652194533762058,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_2","Conscientiousness",1.55800643086817,0.610498392282958,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_3","Conscientiousness",1.93855305466238,0.515361736334405,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_4","Conscientiousness",0.493826366559486,0.876543408360129,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_5","Conscientiousness",1.05003215434084,0.737491961414791,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_6","Conscientiousness",0.498199356913183,0.875450160771704,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_7","Conscientiousness",0.80604501607717,0.798488745980707,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_8","Conscientiousness",0.447073954983923,0.888231511254019,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_9","Conscientiousness",0.480225080385852,0.879943729903537,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_10","Conscientiousness",1.97858520900322,0.505353697749196,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_11","Conscientiousness",0.74459807073955,0.813850482315112,"llm_src_en_Mistral_vs_human_src_en"
"Conscientiousness_12","Conscientiousness",1.16581993569132,0.70854501607717,"llm_src_en_Mistral_vs_human_src_en"
"Negative_Emotionality_1","Negative_Emotionality",0.784340836012862,0.803914790996785,"llm_src_en_Mistral_vs_human_src_en"
