"item","domain","wasserstein","alignment","comparison"
"Extraversion_1","Extraversion",0.601750547045952,0.849562363238512,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_2","Extraversion",1.42759299781182,0.643101750547046,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_3","Extraversion",1.35131291028446,0.662171772428884,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_4","Extraversion",2.24111597374179,0.439721006564551,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_5","Extraversion",1.37855579868709,0.655361050328228,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_6","Extraversion",0.593391684901532,0.851652078774617,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_7","Extraversion",1.16295404814004,0.709261487964989,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_8","Extraversion",0.462932166301969,0.884266958424508,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_9","Extraversion",0.951816192560175,0.762045951859956,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_10","Extraversion",1.20927789934355,0.697680525164114,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_11","Extraversion",0.558074398249453,0.860481400437637,"llm_src_tr_Mistral_vs_human_src_tr"
"Extraversion_12","Extraversion",1.42304157549234,0.644239606126915,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_1","Agreeableness",0.607833698030635,0.848041575492341,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_2","Agreeableness",2.3690590809628,0.4077352297593,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_3","Agreeableness",2.37336980306346,0.406657549234136,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_4","Agreeableness",0.663938730853392,0.834015317286652,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_5","Agreeableness",2.2074398249453,0.448140043763676,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_6","Agreeableness",0.874266958424508,0.781433260393873,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_7","Agreeableness",1.07531728665208,0.73117067833698,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_8","Agreeableness",1.90586433260394,0.523533916849015,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_9","Agreeableness",0.778577680525164,0.805355579868709,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_10","Agreeableness",2.05700218818381,0.485749452954048,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_11","Agreeableness",0.814573304157549,0.796356673960613,"llm_src_tr_Mistral_vs_human_src_tr"
"Agreeableness_12","Agreeableness",1.51665207877462,0.620836980306346,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_1","Conscientiousness",0.58945295404814,0.852636761487965,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_2","Conscientiousness",2.73503282275711,0.316241794310722,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_3","Conscientiousness",2.22483588621444,0.44379102844639,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_4","Conscientiousness",1.29164113785558,0.677089715536105,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_5","Conscientiousness",0.646433260393873,0.838391684901532,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_6","Conscientiousness",0.653435448577681,0.83664113785558,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_7","Conscientiousness",0.449277899343545,0.887680525164114,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_8","Conscientiousness",0.174245076586433,0.956438730853392,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_9","Conscientiousness",0.870021881838074,0.782494529540481,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_10","Conscientiousness",0.545557986870897,0.863610503282276,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_11","Conscientiousness",0.751772428884026,0.812056892778993,"llm_src_tr_Mistral_vs_human_src_tr"
"Conscientiousness_12","Conscientiousness",1.95210065645514,0.511974835886214,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_1","Negative_Emotionality",1.06544857768053,0.733637855579869,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_2","Negative_Emotionality",1.45958424507659,0.635103938730853,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_3","Negative_Emotionality",2.35148796498906,0.412128008752735,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_4","Negative_Emotionality",1.18687089715536,0.70328227571116,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_5","Negative_Emotionality",0.344551422319475,0.913862144420131,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_6","Negative_Emotionality",0.609190371991247,0.847702407002188,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_7","Negative_Emotionality",0.511663019693654,0.872084245076586,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_8","Negative_Emotionality",0.326870897155361,0.91828227571116,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_9","Negative_Emotionality",1.47113785557987,0.632215536105033,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_10","Negative_Emotionality",1.48105032822757,0.629737417943107,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_11","Negative_Emotionality",0.503676148796499,0.874080962800875,"llm_src_tr_Mistral_vs_human_src_tr"
"Negative_Emotionality_12","Negative_Emotionality",0.724682713347921,0.81882932166302,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_1","Open_Mindedness",1.49063457330416,0.627341356673961,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_2","Open_Mindedness",1.14387308533917,0.714031728665208,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_3","Open_Mindedness",2.14396061269147,0.464009846827134,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_4","Open_Mindedness",1.87838074398249,0.530404814004376,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_5","Open_Mindedness",0.879956236323851,0.780010940919037,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_6","Open_Mindedness",0.441706783369803,0.889573304157549,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_7","Open_Mindedness",1.02080962800875,0.744797592997812,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_8","Open_Mindedness",1.26520787746171,0.683698030634573,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_9","Open_Mindedness",1.88019693654267,0.529950765864333,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_10","Open_Mindedness",0.629321663019694,0.842669584245077,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_11","Open_Mindedness",1.5062363238512,0.623440919037199,"llm_src_tr_Mistral_vs_human_src_tr"
"Open_Mindedness_12","Open_Mindedness",1.05680525164114,0.735798687089716,"llm_src_tr_Mistral_vs_human_src_tr"
