"item","domain","wasserstein","alignment","comparison"
"Extraversion_1","Extraversion",0.766169154228856,0.808457711442786,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_2","Extraversion",0.642835820895522,0.839291044776119,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_3","Extraversion",1.28222222222222,0.679444444444444,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_4","Extraversion",1.73459369817579,0.566351575456053,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_5","Extraversion",1.00542288557214,0.748644278606965,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_6","Extraversion",1.35127694859038,0.662180762852405,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_7","Extraversion",0.517379767827529,0.870655058043118,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_8","Extraversion",1.25006633499171,0.687483416252073,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_9","Extraversion",0.777661691542289,0.805584577114428,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_10","Extraversion",0.703681592039801,0.82407960199005,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_11","Extraversion",2.04135986733002,0.489660033167496,"llm_src_cn_Mistral_vs_human_src_cn"
"Extraversion_12","Extraversion",1.65339966832504,0.58665008291874,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_1","Agreeableness",0.325704809286899,0.918573797678275,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_2","Agreeableness",2.262271973466,0.434432006633499,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_3","Agreeableness",0.546218905472637,0.863445273631841,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_4","Agreeableness",2.22402985074627,0.443992537313433,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_5","Agreeableness",0.501923714759536,0.874519071310116,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_6","Agreeableness",0.591890547263682,0.85202736318408,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_7","Agreeableness",1.78044776119403,0.554888059701492,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_8","Agreeableness",0.722752902155887,0.819311774461028,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_9","Agreeableness",1.97713101160862,0.505717247097844,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_10","Agreeableness",0.756019900497512,0.810995024875622,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_11","Agreeableness",0.555356550580431,0.861160862354892,"llm_src_cn_Mistral_vs_human_src_cn"
"Agreeableness_12","Agreeableness",1.5804311774461,0.604892205638474,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_1","Conscientiousness",1.57560530679934,0.606098673300166,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_2","Conscientiousness",1.1585903814262,0.71035240464345,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_3","Conscientiousness",2.11789386401327,0.470526533996683,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_4","Conscientiousness",0.465240464344942,0.883689883913764,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_5","Conscientiousness",0.897131011608624,0.775717247097844,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_6","Conscientiousness",0.931459369817579,0.767135157545605,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_7","Conscientiousness",0.593001658374793,0.851749585406302,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_8","Conscientiousness",0.442255389718076,0.889436152570481,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_9","Conscientiousness",1.66706467661692,0.583233830845771,"llm_src_cn_Mistral_vs_human_src_cn"
"Conscientiousness_10","Conscientiousness",1.16734660033168,0.708163349917081,"llm_src_cn_Mistral_vs_human_src_cn"
