"item","domain","wasserstein","alignment","comparison"
"Extraversion_1","Extraversion",1.41944153577661,0.645139616055846,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_2","Extraversion",0.727364746945899,0.818158813263525,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_3","Extraversion",0.297068062827225,0.925732984293194,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_4","Extraversion",1.79802792321117,0.550493019197208,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_5","Extraversion",1.3866317626527,0.653342059336824,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_6","Extraversion",0.843298429319372,0.789175392670157,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_7","Extraversion",0.512251308900524,0.871937172774869,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_8","Extraversion",0.850418848167539,0.787395287958115,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_9","Extraversion",1.30376963350785,0.674057591623037,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_10","Extraversion",1.66392670157068,0.58401832460733,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_11","Extraversion",0.642408376963351,0.839397905759162,"llm_src_es_Mistral_vs_human_src_es"
"Extraversion_12","Extraversion",2.04989528795812,0.487526178010471,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_1","Agreeableness",0.182076788830716,0.954480802792321,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_2","Agreeableness",2.8112739965096,0.2971815008726,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_3","Agreeableness",1.87610820244328,0.53097294938918,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_4","Agreeableness",0.295602094240838,0.926099476439791,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_5","Agreeableness",2.11874345549738,0.470314136125654,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_6","Agreeableness",0.194293193717277,0.951426701570681,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_7","Agreeableness",2.28900523560209,0.427748691099476,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_8","Agreeableness",1.778184991274,0.555453752181501,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_9","Agreeableness",1.61108202443281,0.597229493891798,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_10","Agreeableness",1.91638743455497,0.520903141361257,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_11","Agreeableness",0.0866317626527051,0.978342059336824,"llm_src_es_Mistral_vs_human_src_es"
"Agreeableness_12","Agreeableness",1.89980802792321,0.525047993019197,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_1","Conscientiousness",1.18656195462478,0.703359511343804,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_2","Conscientiousness",1.14883071553229,0.712792321116928,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_3","Conscientiousness",1.89490401396161,0.526273996509599,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_4","Conscientiousness",1.01853403141361,0.745366492146597,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_5","Conscientiousness",0.78588132635253,0.803529668411867,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_6","Conscientiousness",1.03828970331588,0.74042757417103,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_7","Conscientiousness",1.06092495636998,0.734768760907504,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_8","Conscientiousness",0.272303664921466,0.931924083769634,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_9","Conscientiousness",0.121343804537522,0.96966404886562,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_10","Conscientiousness",0.509825479930192,0.872543630017452,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_11","Conscientiousness",0.474380453752181,0.881404886561955,"llm_src_es_Mistral_vs_human_src_es"
"Conscientiousness_12","Conscientiousness",1.56211169284468,0.609472076788831,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_1","Negative_Emotionality",1.45687609075044,0.635780977312391,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_2","Negative_Emotionality",1.46322862129145,0.634192844677138,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_3","Negative_Emotionality",1.2030017452007,0.699249563699825,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_4","Negative_Emotionality",2.12970331588133,0.467574171029668,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_5","Negative_Emotionality",0.881361256544503,0.779659685863874,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_6","Negative_Emotionality",0.892024432809773,0.776993891797557,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_7","Negative_Emotionality",2.0674520069808,0.483136998254799,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_8","Negative_Emotionality",0.800261780104712,0.799934554973822,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_9","Negative_Emotionality",1.54331588132635,0.614171029668412,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_10","Negative_Emotionality",1.65019197207679,0.587452006980803,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_11","Negative_Emotionality",0.992443280977312,0.751889179755672,"llm_src_es_Mistral_vs_human_src_es"
"Negative_Emotionality_12","Negative_Emotionality",1.32771378708551,0.668071553228621,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_1","Open_Mindedness",0.694205933682373,0.826448516579407,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_2","Open_Mindedness",0.220279232111693,0.944930191972077,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_3","Open_Mindedness",2.25748691099476,0.435628272251309,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_4","Open_Mindedness",0.629092495636998,0.84272687609075,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_5","Open_Mindedness",1.68605584642234,0.578486038394415,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_6","Open_Mindedness",0.56783595113438,0.858041012216405,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_7","Open_Mindedness",0.302705061082024,0.924323734729494,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_8","Open_Mindedness",2.32047120418848,0.41988219895288,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_9","Open_Mindedness",2.41464223385689,0.396339441535777,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_10","Open_Mindedness",0.393315881326353,0.901671029668412,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_11","Open_Mindedness",2.09333333333333,0.476666666666667,"llm_src_es_Mistral_vs_human_src_es"
"Open_Mindedness_12","Open_Mindedness",0.678429319371728,0.830392670157068,"llm_src_es_Mistral_vs_human_src_es"
